"Unique Line ID","Fiscal Year Ending","County","County Name","Public Safety & Legal Services","Physical Health & Social Services","Mental Health MR, DD","County Environment & Education","Roads & Transportation","Government Services to Residents","Administration","Nonprogram Current","Debt Service","Capital Projects","Sub-Total Expenditures","Operating Transfers Out","Refunded Debt/Escrow","Total Expenditures","Increase (Decrease) in Reserves","Total Ending Fund Balance","Total Requirements","Primary County Coordinates"
"2013_99_WRIGHT_EXPEND_SA","6/30/2013","99","WRIGHT","$1,982,653","$3,816,747","$1,566,152","$1,003,118","$4,539,000","$565,164","$1,267,700","$28,075","$338,540","$1,469,000","$16,576,149","$1,701,776","$0","$18,277,925","$0","$3,490,786","$21,768,711",
"2021_84_SIOUX_EXPEND_SA","6/30/2021","84","SIOUX","$4,990,235","$911,870","$1,039,782","$1,924,611","$7,982,210","$1,109,432","$2,675,078","$42,600","$1,128,942","$6,785,082","$28,589,842","$4,325,208","$0","$32,915,050","$0","$14,128,217","$47,043,267",
"2009_82_SCOTT_EXPEND_SA","6/30/2009","82","SCOTT","$20,219,107","$6,207,864","$16,184,078","$4,316,421","$4,632,500","$1,964,811","$8,953,706","$0","$3,463,137","$6,910,523","$72,852,147","$9,700,891","$0","$82,553,038","$0","$13,916,150","$96,469,188",
"2013_20_CLARKE_EXPEND_SA","6/30/2013","20","CLARKE","$1,646,353","$966,034","$1,011,271","$260,187","$2,530,900","$398,547","$936,010","$0","$397,060","$545,014","$8,691,376","$617,631","$0","$9,309,007","$0","$2,649,596","$11,958,603",
"2008_91_WARREN_EXPEND_SA","6/30/2008","91","WARREN","$4,111,088","$2,625,468","$3,441,547","$944,664","$5,899,060","$680,118","$2,371,694","$0","$556,953","$1,494,028","$22,124,620","$2,038,444","$0","$24,163,064","$0","$3,851,053","$28,014,117",
"2023_96_WINNESHIEK_EXPEND_SA","6/30/2023","96","WINNESHIEK","$5,313,053","$1,963,287","$0","$3,460,361","$8,360,220","$796,122","$3,825,525","$4,500","$0","$3,400,000","$27,123,068","$2,846,379","$0","$29,969,447","$0","$9,304,136","$39,273,583",
"2019_86_TAMA_EXPEND_SA","6/30/2019","86","TAMA","$3,850,773","$1,684,795","$974,856","$922,022","$8,952,296","$589,587","$1,760,958","$39,500","$569,835","$3,140,691","$22,485,313","$2,738,291","$0","$25,223,604","$0","$7,989,810","$33,213,414",
"2009_99_WRIGHT_EXPEND_SA","6/30/2009","99","WRIGHT","$1,777,322","$3,351,937","$1,751,043","$1,035,828","$3,635,000","$480,064","$1,086,872","$49,720","$308,208","$840,000","$14,315,994","$1,313,920","$0","$15,629,914","$0","$2,479,855","$18,109,769",
"2025_46_HUMBOLDT_EXPEND_SA","6/30/2025","46","HUMBOLDT","$4,003,923","$475,196","$0","$1,005,426","$4,529,930","$608,105","$2,537,622","$5,000","$356,248","$841,000","$14,362,450","$2,091,202","$0","$16,453,652","$0","$8,721,004","$25,174,656",
"2015_91_WARREN_EXPEND_SA","6/30/2015","91","WARREN","$4,628,616","$4,084,966","$2,217,006","$1,264,963","$6,346,210","$930,063","$2,942,540","$0","$53,906","$1,122,394","$23,590,664","$3,005,000","$0","$26,595,664","$0","$6,631,025","$33,226,689",
"2011_38_GRUNDY_EXPEND_SA","6/30/2011","38","GRUNDY","$1,697,732","$468,329","$1,288,551","$938,447","$3,961,635","$386,046","$1,596,611","$0","$1,284,168","$2,303,000","$13,924,519","$1,576,250","$0","$15,500,769","$0","$4,151,143","$19,651,912",
"2012_66_MITCHELL_EXPEND_SA","6/30/2012","66","MITCHELL","$1,389,105","$1,768,034","$615,000","$1,879,936","$3,607,000","$301,487","$1,025,345","$0","$863,034","$3,392,534","$14,841,475","$5,178,267","$0","$20,019,742","$0","$2,683,837","$22,703,579",
"2018_53_JONES_EXPEND_SA","6/30/2018","53","JONES","$2,774,543","$744,003","$1,296,476","$2,305,328","$6,881,932","$719,138","$1,835,677","$92,652","$390,479","$2,980,383","$20,020,611","$2,320,861","$0","$22,341,472","$0","$7,459,499","$29,800,971",
"2008_49_JACKSON_EXPEND_SA","6/30/2008","49","JACKSON","$1,516,268","$471,744","$2,283,241","$1,032,670","$3,762,211","$507,037","$1,487,310","$133,640","$0","$1,318,540","$12,512,661","$1,366,500","$0","$13,879,161","$0","$4,110,478","$17,989,639",
"2013_67_MONONA_EXPEND_SA","6/30/2013","67","MONONA","$1,717,742","$562,377","$971,380","$677,911","$5,493,893","$440,188","$1,473,639","$0","$48,400","$574,662","$11,960,192","$1,293,169","$0","$13,253,361","$0","$4,017,901","$17,271,262",
"2008_71_O'BRIEN_EXPEND_SA","6/30/2008","71","O'BRIEN","$2,682,772","$474,299","$1,688,500","$800,428","$3,563,200","$469,480","$854,806","$10,500","$416,797","$1,734,000","$12,694,782","$1,549,272","$0","$14,244,054","$0","$2,206,539","$16,450,593",
"2020_73_PAGE_EXPEND_SA","6/30/2020","73","PAGE","$2,976,868","$584,259","$425,708","$505,812","$4,773,500","$652,777","$1,625,279","$8,000","$428,391","$2,600,000","$14,580,594","$1,475,991","$0","$16,056,585","$0","$6,021,132","$22,077,717",
"2010_58_LOUISA_EXPEND_SA","6/30/2010","58","LOUISA","$2,175,584","$619,445","$1,324,500","$628,356","$2,995,410","$278,630","$1,049,563","$0","$356,298","$1,359,450","$10,787,236","$2,208,059","$0","$12,995,295","$0","$4,031,861","$17,027,156",
"2026_51_JEFFERSON_EXPEND_SA","6/30/2026","51","JEFFERSON","$6,612,506","$1,138,997","$0","$846,515","$4,565,000","$904,381","$1,725,764","$0","$852,132","$751,000","$17,396,295","$1,120,000","$0","$18,516,295","$0","$5,556,741","$24,073,036",
"2010_41_HANCOCK_EXPEND_SA","6/30/2010","41","HANCOCK","$1,383,598","$2,252,090","$1,650,000","$556,266","$4,712,300","$359,100","$1,045,237","$5,750","$0","$915,000","$12,879,341","$1,775,210","$0","$14,654,551","$0","$4,852,439","$19,506,990",
"2013_25_DALLAS_EXPEND_SA","6/30/2013","25","DALLAS","$8,112,572","$2,871,143","$4,118,726","$2,853,297","$7,404,697","$1,944,095","$1,805,090","$58,000","$1,755,674","$5,132,731","$36,056,025","$3,808,462","$0","$39,864,487","$0","$16,527,291","$56,391,778",
"2006_5_AUDUBON_EXPEND_SA","6/30/2006","5","AUDUBON","$919,903","$548,194","$777,000","$495,423","$2,926,765","$305,127","$622,803","$1,235","$408,053","$957,000","$7,961,503","$583,683",,"$8,545,186","$0","$2,735,966","$11,281,152",
"2011_16_CEDAR_EXPEND_SA","6/30/2011","16","CEDAR","$3,046,898","$1,398,426","$2,662,423","$3,220,775","$4,881,440","$533,675","$1,493,862","$4,770","$0","$1,352,000","$18,594,269","$1,887,629","$0","$20,481,898","$0","$3,038,191","$23,520,089",
"2026_33_FAYETTE_EXPEND_SA","6/30/2026","33","FAYETTE","$5,995,829","$594,126","$0","$2,151,412","$10,085,407","$1,092,076","$2,370,094","$390,650","$1,014,493","$14,493,900","$38,187,987","$5,052,004","$0","$43,239,991","$0","$3,015,403","$46,255,394",
"2008_27_DECATUR_EXPEND_SA","6/30/2008","27","DECATUR","$897,277","$1,077,137","$991,437","$317,934","$2,513,732","$257,966","$601,086","$0","$75,000","$250,510","$6,982,079","$529,885","$0","$7,511,964","$0","$1,531,174","$9,043,138",
"2021_47_IDA_EXPEND_SA","6/30/2021","47","IDA","$1,059,837","$296,206","$246,276","$891,516","$4,205,240","$331,571","$947,676","$0","$543,835","$3,900,000","$12,422,157","$1,684,723","$0","$14,106,880","$0","$2,996,721","$17,103,601",
"2025_14_CARROLL_EXPEND_SA","6/30/2025","14","CARROLL","$6,134,600","$1,069,623","$0","$1,547,366","$8,001,850","$789,495","$2,701,776","$550,000","$1,119,650","$2,052,500","$23,966,860","$3,608,440","$0","$27,575,300","$0","$5,614,843","$33,190,143",
"2023_40_HAMILTON_EXPEND_SA","6/30/2023","40","HAMILTON","$4,109,267","$2,034,383","$0","$2,677,614","$6,217,000","$648,728","$4,774,272","$0","$2,402,554","$1,692,071","$24,555,889","$3,710,093","$0","$28,265,982","$0","$4,040,073","$32,306,055",
"2022_49_JACKSON_EXPEND_SA","6/30/2022","49","JACKSON","$2,794,040","$454,918","$532,635","$2,010,649","$6,303,447","$719,017","$2,626,291","$0","$367,042","$2,043,318","$17,851,357","$1,585,169","$0","$19,436,526","$0","$5,974,370","$25,410,896",
"2011_1_ADAIR_EXPEND_SA","6/30/2011","1","ADAIR","$1,009,378","$272,700","$969,906","$402,577","$4,033,430","$278,745","$746,196","$0","$0","$1,607,000","$9,319,932","$1,342,019","$0","$10,661,951","$0","$2,482,703","$13,144,654",
"2006_42_HARDIN_EXPEND_SA","6/30/2006","42","HARDIN","$2,760,978","$328,549","$1,739,815","$854,774","$3,913,615","$342,995","$1,168,999","$61,630","$521,589","$922,000","$12,614,944","$2,415,975",,"$15,030,919","$0","$4,505,396","$19,536,315",
"2013_8_BOONE_EXPEND_SA","6/30/2013","8","BOONE","$3,332,582","$788,333","$2,731,750","$2,186,011","$5,430,000","$606,519","$1,910,329","$0","$759,480","$1,921,200","$19,666,204","$2,257,217","$0","$21,923,421","$0","$3,117,463","$25,040,884",
"2024_29_DES MOINES_EXPEND_SA","6/30/2024","29","DES MOINES","$9,779,017","$1,815,830","$0","$1,513,772","$6,941,680","$1,033,196","$7,215,816","$0","$3,884,009","$2,223,347","$34,406,667","$3,117,958","$0","$37,524,625","$0","$8,781,293","$46,305,918",
"2007_16_CEDAR_EXPEND_SA","6/30/2007","16","CEDAR","$2,541,120","$1,246,224","$2,471,284","$1,011,051","$4,495,952","$459,564","$1,348,906","$0","$517,725","$1,315,000","$15,406,826","$2,146,461",,"$17,553,287","$0","$3,938,574","$21,491,861",
"2016_74_PALO ALTO_EXPEND_SA","6/30/2016","74","PALO ALTO","$1,853,462","$433,961","$448,101","$1,525,826","$4,915,332","$443,072","$1,248,706","$0","$1,761,971","$4,941,776","$17,572,207","$2,266,165","$0","$19,838,372","$0","$10,802,518","$30,640,890",
"2012_34_FLOYD_EXPEND_SA","6/30/2012","34","FLOYD","$2,322,957","$1,758,591","$858,758","$681,466","$4,878,694","$599,821","$1,449,895","$0","$558,616","$4,690,000","$17,798,798","$1,340,904","$0","$19,139,702","$0","$5,220,645","$24,360,347",
"2011_28_DELAWARE_EXPEND_SA","6/30/2011","28","DELAWARE","$2,053,765","$709,750","$2,599,522","$816,462","$4,222,625","$616,084","$1,281,100","$24,900","$73,000","$1,806,000","$14,203,208","$1,813,253","$0","$16,016,461","$0","$2,876,972","$18,893,433",
"2005_92_WASHINGTON_EXPEND_SA","6/30/2005","92","WASHINGTON","$2,811,662","$2,162,754","$1,699,500","$507,670","$4,120,000","$552,268","$1,407,910","$66,875","$68,325","$3,385,500","$16,782,464","$1,475,200",,"$18,257,664","$0","$2,376,800","$20,634,464",
"2023_81_SAC_EXPEND_SA","6/30/2023","81","SAC","$3,537,659","$948,431","$0","$1,533,096","$5,615,460","$596,434","$4,950,054","$0","$495,593","$4,463,000","$22,139,727","$1,991,528","$0","$24,131,255","$0","$4,525,482","$28,656,737",
"2009_88_UNION_EXPEND_SA","6/30/2009","88","UNION","$1,232,155","$516,673","$1,459,389","$446,032","$2,677,622","$424,991","$804,497","$0","$808,442","$276,270","$8,646,071","$578,940","$0","$9,225,011","$0","$2,068,589","$11,293,600",
"2013_57_LINN_EXPEND_SA","6/30/2013","57","LINN","$23,347,276","$14,618,793","$35,243,322","$6,974,797","$12,036,547","$3,933,558","$12,994,391","$0","$1,763,423","$8,298,643","$119,210,750","$15,610,674","$0","$134,821,424","$0","$19,950,842","$154,772,266",
"2012_8_BOONE_EXPEND_SA","6/30/2012","8","BOONE","$3,251,700","$765,416","$2,721,079","$3,751,902","$5,634,500","$627,556","$1,817,054","$0","$643,530","$1,210,000","$20,422,737","$2,164,113","$0","$22,586,850","$0","$2,140,879","$24,727,729",
"2010_26_DAVIS_EXPEND_SA","6/30/2010","26","DAVIS","$1,052,547","$312,417","$669,119","$312,977","$2,766,530","$360,852","$844,935","$20,000","$0","$140,750","$6,480,127","$625,566","$0","$7,105,693","$0","$3,490,074","$10,595,767",
"2005_67_MONONA_EXPEND_SA","6/30/2005","67","MONONA","$1,320,873","$697,800","$752,353","$493,343","$3,989,253","$514,120","$1,298,456","$0","$0","$1,456,000","$10,522,198","$905,000",,"$11,427,198","$0","$3,636,743","$15,063,941",
"2007_43_HARRISON_EXPEND_SA","6/30/2007","43","HARRISON","$2,141,515","$1,466,418","$1,456,721","$779,778","$4,548,000","$467,627","$1,113,553","$0","$559,264","$861,650","$13,394,526","$1,213,682",,"$14,608,208","$0","$6,415,829","$21,024,037",
"2007_54_KEOKUK_EXPEND_SA","6/30/2007","54","KEOKUK","$898,990","$697,666","$834,865","$465,506","$3,737,400","$366,525","$1,091,265","$0","$3,547","$309,000","$8,404,764","$1,004,000",,"$9,408,764","$0","$2,804,610","$12,213,374",
"2023_57_LINN_EXPEND_SA","6/30/2023","57","LINN","$36,134,157","$41,694,691","$0","$9,081,567","$18,628,707","$5,715,049","$23,194,794","$0","$5,795,630","$14,552,192","$154,796,787","$25,694,448","$0","$180,491,235","$0","$64,340,801","$244,832,036",
"2018_39_GUTHRIE_EXPEND_SA","6/30/2018","39","GUTHRIE","$1,855,456","$1,501,900","$260,371","$1,309,472","$5,647,286","$424,602","$1,180,062","$15,000","$490,453","$3,335,000","$16,019,602","$1,749,361","$0","$17,768,963","$0","$5,818,133","$23,587,096",
"2015_40_HAMILTON_EXPEND_SA","6/30/2015","40","HAMILTON","$2,950,324","$1,702,630","$1,579,976","$1,498,390","$4,451,100","$551,233","$1,343,825","$0","$2,828,202","$914,154","$17,819,834","$3,003,267","$0","$20,823,101","$0","$17,169,278","$37,992,379",
"2014_5_AUDUBON_EXPEND_SA","6/30/2014","5","AUDUBON","$1,151,125","$583,998","$263,257","$504,560","$3,335,002","$308,878","$683,922","$100","$79,209","$122,789","$7,032,840","$666,222","$0","$7,699,062","$0","$1,966,462","$9,665,524",
"2016_61_MADISON_EXPEND_SA","6/30/2016","61","MADISON","$2,684,457","$954,344","$512,565","$794,646","$4,592,873","$515,883","$1,013,812","$0","$94,055","$2,254,297","$13,416,932","$1,609,690","$0","$15,026,622","$0","$3,821,878","$18,848,500",
"2014_74_PALO ALTO_EXPEND_SA","6/30/2014","74","PALO ALTO","$1,817,065","$411,907","$706,134","$1,654,897","$4,932,170","$443,710","$1,186,563","$0","$1,340,374","$1,227,943","$13,720,763","$1,351,298","$0","$15,072,061","$0","$3,405,408","$18,477,469",
"2011_33_FAYETTE_EXPEND_SA","6/30/2011","33","FAYETTE","$2,953,608","$534,563","$3,170,350","$1,436,877","$5,079,200","$656,710","$1,206,565","$27,700","$358,500","$933,100","$16,357,173","$1,702,282","$0","$18,059,455","$0","$1,720,325","$19,779,780",
"2014_25_DALLAS_EXPEND_SA","6/30/2014","25","DALLAS","$8,423,958","$3,016,211","$4,378,675","$3,114,647","$7,378,215","$2,225,181","$1,820,633","$58,000","$1,816,375","$7,145,472","$39,377,367","$4,291,077","$0","$43,668,444","$0","$13,412,612","$57,081,056",
"2018_58_LOUISA_EXPEND_SA","6/30/2018","58","LOUISA","$3,093,285","$913,742","$392,034","$788,177","$3,772,797","$387,933","$1,277,390","$0","$339,750","$561,166","$11,526,274","$1,882,500","$0","$13,408,774","$0","$5,272,170","$18,680,944",
"2020_72_OSCEOLA_EXPEND_SA","6/30/2020","72","OSCEOLA","$1,770,750","$251,109","$90,960","$1,655,784","$5,141,032","$322,053","$1,321,208","$157,814","$1,323,525","$61,000","$12,095,235","$1,379,106","$0","$13,474,341","$0","$4,254,572","$17,728,913",
"2012_77_POLK_EXPEND_SA","6/30/2012","77","POLK","$64,383,438","$39,264,114","$51,559,012","$14,006,066","$10,675,976","$7,562,923","$31,061,816","$100,000","$13,204,943","$10,771,022","$242,589,310","$19,196,607","$0","$261,785,917","$0","$55,886,945","$317,672,862",
"2019_75_PLYMOUTH_EXPEND_SA","6/30/2019","75","PLYMOUTH","$4,428,209","$398,675","$582,851","$1,208,121","$8,880,000","$946,438","$2,894,658","$0","$1,084,145","$6,369,970","$26,793,067","$4,262,300","$0","$31,055,367","$0","$5,200,000","$36,255,367",
"2014_53_JONES_EXPEND_SA","6/30/2014","53","JONES","$2,411,027","$787,388","$1,203,067","$833,995","$6,440,029","$635,523","$1,544,279","$586,507","$500","$573,590","$15,015,905","$1,790,000","$0","$16,805,905","$0","$3,083,868","$19,889,773",
"2015_33_FAYETTE_EXPEND_SA","6/30/2015","33","FAYETTE","$3,705,224","$546,978","$1,304,584","$1,572,064","$5,407,350","$768,808","$1,449,030","$137,400","$0","$537,850","$15,429,288","$1,835,308","$0","$17,264,596","$0","$3,288,744","$20,553,340",
"2018_7_BLACK HAWK_EXPEND_SA","6/30/2018","7","BLACK HAWK","$22,452,143","$8,084,166","$6,630,230","$3,583,936","$7,972,485","$2,193,423","$6,210,078","$0","$8,492,247","$3,533,930","$69,152,638","$8,746,584","$0","$77,899,222","$0","$26,331,022","$104,230,244",
"2011_75_PLYMOUTH_EXPEND_SA","6/30/2011","75","PLYMOUTH","$2,961,760","$380,254","$1,789,986","$938,065","$6,315,000","$724,616","$3,572,643","$0","$1,268,700","$893,780","$18,844,804","$3,047,000","$0","$21,891,804","$0","$2,068,401","$23,960,205",
"2006_57_LINN_EXPEND_SA","6/30/2006","57","LINN","$19,292,790","$13,943,004","$25,996,487","$5,280,861","$10,430,917","$3,261,042","$8,970,064","$17,854","$1,253,398","$1,600,000","$90,046,417","$4,955,514",,"$95,001,931","$0","$19,227,914","$114,229,845",
"2007_1_ADAIR_EXPEND_SA","6/30/2007","1","ADAIR","$846,741","$244,133","$704,805","$297,121","$3,504,107","$217,785","$558,448","$0","$189,330","$413,000","$6,975,470","$1,019,381",,"$7,994,851","$0","$2,748,763","$10,743,614",
"2016_89_VAN BUREN_EXPEND_SA","6/30/2016","89","VAN BUREN","$1,213,342","$474,646","$155,830","$352,344","$2,975,000","$265,299","$671,471","$5,700","$0","$765,000","$6,878,632","$664,126","$0","$7,542,758","$0","$2,634,418","$10,177,176",
"2018_95_WINNEBAGO_EXPEND_SA","6/30/2018","95","WINNEBAGO","$2,237,078","$1,566,883","$797,870","$1,044,538","$3,853,403","$606,633","$1,449,748","$9,990","$2,898,740","$1,173,167","$15,638,050","$1,730,265","$0","$17,368,315","$0","$22,079,808","$39,448,123",
"2006_10_BUCHANAN_EXPEND_SA","6/30/2006","10","BUCHANAN","$2,691,515","$253,120","$2,410,226","$824,321","$4,420,000","$655,908","$1,849,097","$32,556","$190,679","$911,500","$14,238,922","$1,647,977",,"$15,886,899","$0","$1,895,736","$17,782,635",
"2008_34_FLOYD_EXPEND_SA","6/30/2008","34","FLOYD","$2,036,687","$1,315,549","$2,041,050","$752,319","$4,257,450","$553,580","$1,136,418","$0","$179,539","$3,803,000","$16,075,592","$857,159","$0","$16,932,751","$0","$3,865,367","$20,798,118",
"2009_67_MONONA_EXPEND_SA","6/30/2009","67","MONONA","$1,579,790","$731,213","$911,760","$638,549","$3,707,601","$412,633","$1,420,089","$0","$51,605","$782,105","$10,235,345","$998,636","$0","$11,233,981","$0","$2,949,475","$14,183,456",
"2014_42_HARDIN_EXPEND_SA","6/30/2014","42","HARDIN","$3,834,355","$222,597","$904,944","$927,360","$5,220,705","$542,181","$1,728,026","$104,682","$1,053,641","$597,300","$15,135,791","$2,395,596","$0","$17,531,387","$0","$7,037,774","$24,569,161",
"2015_72_OSCEOLA_EXPEND_SA","6/30/2015","72","OSCEOLA","$1,247,337","$225,732","$230,225","$550,351","$3,077,286","$319,618","$823,602","$61,027","$468,662","$220,000","$7,223,840","$922,140","$0","$8,145,980","$0","$3,085,832","$11,231,812",
"2024_72_OSCEOLA_EXPEND_SA","6/30/2024","72","OSCEOLA","$1,890,810","$312,627","$0","$727,423","$4,451,804","$415,957","$1,515,115","$140,065","$632,125","$916,000","$11,001,926","$2,206,196","$0","$13,208,122","$0","$6,643,181","$19,851,303",
"2023_39_GUTHRIE_EXPEND_SA","6/30/2023","39","GUTHRIE","$3,013,618","$2,928,579","$0","$2,002,928","$7,140,201","$595,956","$2,295,928","$14,500","$1,699,323","$3,311,789","$23,002,822","$2,925,767","$0","$25,928,589","$0","$7,028,679","$32,957,268",
"2016_24_CRAWFORD_EXPEND_SA","6/30/2016","24","CRAWFORD","$2,172,343","$3,005,486","$688,661","$1,185,817","$7,329,625","$654,283","$1,376,007","$0","$154,550","$980,075","$17,546,847","$2,690,500","$0","$20,237,347","$0","$6,888,988","$27,126,335",
"2022_6_BENTON_EXPEND_SA","6/30/2022","6","BENTON","$5,728,556","$1,369,234","$1,181,583","$3,567,308","$9,257,361","$991,548","$2,685,266","$151,200","$0","$2,127,000","$27,059,056","$4,456,750","$0","$31,515,806","$0","$7,071,929","$38,587,735",
"2014_22_CLAYTON_EXPEND_SA","6/30/2014","22","CLAYTON","$2,677,266","$760,600","$859,970","$1,383,751","$7,481,854","$696,005","$1,482,574","$1,300","$324,539","$2,237,367","$17,905,226","$1,600,000","$0","$19,505,226","$0","$4,792,276","$24,297,502",
"2011_92_WASHINGTON_EXPEND_SA","6/30/2011","92","WASHINGTON","$4,408,284","$2,468,492","$2,288,420","$899,427","$4,652,175","$658,612","$1,839,159","$55,800","$2,372,735","$1,315,000","$20,958,104","$1,829,977","$0","$22,788,081","$0","$3,599,760","$26,387,841",
"2010_27_DECATUR_EXPEND_SA","6/30/2010","27","DECATUR","$932,274","$1,196,641","$1,225,456","$315,100","$2,855,815","$274,978","$644,374","$0","$0","$196,000","$7,640,638","$621,454","$0","$8,262,092","$0","$1,339,581","$9,601,673",
"2016_83_SHELBY_EXPEND_SA","6/30/2016","83","SHELBY","$2,306,425","$540,978","$805,227","$411,224","$5,052,995","$492,484","$1,213,812","$10,000","$0","$889,000","$11,722,145","$2,857,693","$0","$14,579,838","$0","$2,557,225","$17,137,063",
"2014_93_WAYNE_EXPEND_SA","6/30/2014","93","WAYNE","$1,376,395","$1,021,523","$480,706","$231,587","$3,496,556","$238,982","$879,631","$33,200","$401,330","$130,000","$8,289,910","$548,000","$0","$8,837,910","$0","$3,028,343","$11,866,253",
"2025_96_WINNESHIEK_EXPEND_SA","6/30/2025","96","WINNESHIEK","$6,775,656","$1,902,331","$0","$3,393,438","$8,801,200","$898,500","$3,579,519","$4,500","$0","$3,780,000","$29,135,144","$2,920,425","$0","$32,055,569","$0","$9,844,561","$41,900,130",
"2017_11_BUENA VISTA_EXPEND_SA","6/30/2017","11","BUENA VISTA","$4,307,268","$1,421,482","$892,061","$875,761","$5,625,000","$846,840","$1,951,611","$5,000","$960,473","$1,407,724","$18,293,220","$2,475,326","$0","$20,768,546","$0","$6,931,182","$27,699,728",
